message,label,Extracted URL,Message Len,FQDN,Website Size in KB,Website Textual Content Length,Status Code,Parked
"I call you later, don't have network. If urgnt, sms me.",ham,,55,,,,,
For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,ham,,121,,,,,
Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,ham,,144,,,,,
I'm really not up to it still tonight babe,ham,,42,,,,,
"Ela kano.,il download, come wen ur free..",ham,,41,,,,,
Yeah do! Don‘t stand to close tho- you‘ll catch something!,ham,,58,,,,,
Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,ham,,195,,,,,
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,ham,,141,,,,,
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,ham,,107,,,,,
Watching telugu movie..wat abt u?,ham,,33,,,,,
i see. When we finish we have loads of loans to pay,ham,,51,,,,,
"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",ham,,178,,,,,
I see a cup of coffee animation,ham,,31,,,,,
Please don't text me anymore. I have nothing else to say.,ham,,57,,,,,
Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,ham,,81,,,,,
I'm still looking for a car to buy. And have not gone 4the driving test yet.,ham,,76,,,,,
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham,,160,,,,,
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",ham,,183,,,,,
Umma my life and vava umma love you lot dear,ham,,44,,,,,
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,ham,,95,,,,,
"Aight, I'll hit you up when I get some cash",ham,,43,,,,,
How would my ip address test that considering my computer isn't a minecraft server,ham,,82,,,,,
I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,ham,,115,,,,,
Dont worry. I guess he's busy.,ham,,30,,,,,
What is the plural of the noun research?,ham,,40,,,,,
Going for dinner.msg you after.,ham,,31,,,,,
I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,ham,,96,,,,,
"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",ham,,143,,,,,
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",ham,,156,,,,,
Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,ham,,72,,,,,
Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,ham,,86,,,,,
here is my new address -apples&pairs&all that malarky,ham,,53,,,,,
I am going to sao mu today. Will be done only at 12 ,ham,,52,,,,,
Ü predict wat time ü'll finish buying?,ham,,38,,,,,
"Good stuff, will do.",ham,,20,,,,,
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",ham,,244,,,,,
Are you there in room.,ham,,22,,,,,
HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,ham,,107,,,,,
K..k:)how much does it cost?,ham,,28,,,,,
I'm home.,ham,,9,,,,,
"Dear, will call Tmorrow.pls accomodate.",ham,,39,,,,,
First answer my question.,ham,,25,,,,,
I only haf msn. It's yijue@hotmail.com,ham,,38,,,,,
He is there. You call and meet him,ham,,34,,,,,
No no. I will check all rooms befor activities,ham,,46,,,,,
Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,ham,,85,,,,,
"K, text me when you're on the way",ham,,33,,,,,
"Sir, Waiting for your mail.",ham,,27,,,,,
"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",ham,,156,,,,,
I know you are. Can you pls open the back?,ham,,42,,,,,
Yes see ya not on the dot,ham,,25,,,,,
Whats the staff name who is taking class for us?,ham,,48,,,,,
Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,ham,,84,,,,,
K..i deleted my contact that why?,ham,,33,,,,,
Sindu got job in birla soft ..,ham,,30,,,,,
The wine is flowing and i'm i have nevering..,ham,,45,,,,,
Yup i thk cine is better cos no need 2 go down 2 plaza mah.,ham,,59,,,,,
Ok... Ur typical reply...,ham,,25,,,,,
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham,,160,,,,,
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",ham,,384,,,,,
Aaooooright are you at work?,ham,,28,,,,,
I'm leaving my house now...,ham,,27,,,,,
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",ham,,157,,,,,
Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,ham,,115,,,,,
New car and house for my parents.:)i have only new job in hand:),ham,,64,,,,,
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,ham,,85,,,,,
I place all ur points on e cultures module already.,ham,,51,,,,,
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",ham,,74,,,,,
Great escape. I fancy the bridge but needs her lager. See you tomo ,ham,,67,,,,,
Yes :)it completely in out of form:)clark also utter waste.,ham,,59,,,,,
"Sir, I need AXIS BANK account no and bank address.",ham,,50,,,,,
"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",ham,,94,,,,,
What time you coming down later? ,ham,,33,,,,,
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",ham,,105,,,,,
"Well, i'm gonna finish my bath now. Have a good...fine night.",ham,,61,,,,,
Let me know when you've got the money so carlos can make the call,ham,,65,,,,,
U still going to the mall?,ham,,26,,,,,
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",ham,,146,,,,,
Text her. If she doesnt reply let me know so i can have her log in,ham,,66,,,,,
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,ham,,126,,,,,
You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,ham,,159,,,,,
Lol no. U can trust me.,ham,,23,,,,,
ok. I am a gentleman and will treat you with dignity and respect.,ham,,65,,,,,
"He will, you guys close?",ham,,24,,,,,
Going on nothing great.bye,ham,,26,,,,,
Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,ham,,152,,,,,
"Haha awesome, be there in a minute",ham,,34,,,,,
Have you got Xmas radio times. If not i will get it now,ham,,55,,,,,
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,ham,,88,,,,,
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,ham,,185,,,,,
Hi :)finally i completed the course:),ham,,37,,,,,
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,ham,,111,,,,,
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,ham,,92,,,,,
Gud mrng dear hav a nice day,ham,,28,,,,,
Did u got that persons story,ham,,28,,,,,
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,ham,,64,,,,,
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,ham,,131,,,,,
"Found it, ENC  &lt;#&gt; , where you at?",ham,,40,,,,,
I sent you  &lt;#&gt;  bucks,ham,,28,,,,,
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,ham,,84,,,,,
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,ham,,174,,,,,
Goodmorning sleeping ga.,ham,,24,,,,,
U call me alter at 11 ok.,ham,,25,,,,,
Ü say until like dat i dun buy ericsson oso cannot oredi lar...,ham,,63,,,,,
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",ham,,156,,,,,
"Aight yo, dats straight dogg",ham,,28,,,,,
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,ham,,86,,,,,
Both :) i shoot big loads so get ready!,ham,,39,,,,,
"What's up bruv, hope you had a great break. Do have a rewarding semester.",ham,,73,,,,,
Home so we can always chat,ham,,26,,,,,
K:)k:)good:)study well.,ham,,23,,,,,
Yup... How ü noe leh...,ham,,23,,,,,
Sounds great! Are you home now?,ham,,31,,,,,
Finally the match heading towards draw as your prediction.,ham,,58,,,,,
Tired. I haven't slept well the past few nights.,ham,,48,,,,,
Easy ah?sen got selected means its good..,ham,,41,,,,,
I have to take exam with march 3,ham,,32,,,,,
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,ham,,159,,,,,
Ok no prob. Take ur time.,ham,,25,,,,,
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,ham,,161,,,,,
"Sorry, I'll call later",ham,,22,,,,,
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,ham,,119,,,,,
Would really appreciate if you call me. Just need someone to talk to.,ham,,69,,,,,
Hey company elama po mudyadhu.,ham,,30,,,,,
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",ham,,165,,,,,
Dear good morning now only i am up,ham,,34,,,,,
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,ham,,109,,,,,
Dear we are going to our rubber place,ham,,37,,,,,
"Sorry battery died, yeah I'm here",ham,,33,,,,,
Yes:)here tv is always available in work place..,ham,,48,,,,,
I have printed it oh. So  &lt;#&gt;  come upstairs,ham,,50,,,,,
Or ill be a little closer like at the bus stop on the same street,ham,,65,,,,,
Where are you?when wil you reach here?,ham,,38,,,,,
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",ham,,145,,,,,
Tomarrow final hearing on my laptop case so i cant.,ham,,51,,,,,
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,ham,,45,,,,,
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",ham,,83,,,,,
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",ham,,155,,,,,
U don't remember that old commercial?,ham,,37,,,,,
Too late. I said i have the website. I didn't i have or dont have the slippers,ham,,78,,,,,
I asked you to call him now ok,ham,,30,,,,,
Kallis wont bat in 2nd innings.,ham,,31,,,,,
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,ham,,146,,,,,
Ranjith cal drpd Deeraj and deepak 5min hold,ham,,44,,,,,
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham,,179,,,,,
What you doing?how are you?,ham,,27,,,,,
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",ham,,179,,,,,
"I'm back, lemme know when you're ready",ham,,38,,,,,
Don't necessarily expect it to be done before you get back though because I'm just now headin out,ham,,97,,,,,
Mmm so yummy babe ... Nice jolt to the suzy,ham,,43,,,,,
Where are you lover ? I need you ...,ham,,36,,,,,
I‘m parked next to a MINI!!!! When are you coming in today do you think?,ham,,72,,,,,
Yup,ham,,3,,,,,
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,ham,,85,,,,,
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,ham,,51,,,,,
Why you Dint come with us.,ham,,26,,,,,
Same. Wana plan a trip sometme then,ham,,35,,,,,
"Not sure yet, still trying to get a hold of him",ham,,47,,,,,
The evo. I just had to download flash. Jealous?,ham,,47,,,,,
"Come to mu, we're sorting out our narcotics situation",ham,,53,,,,,
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",ham,,147,,,,,
"Usf I guess, might as well take 1 car",ham,,37,,,,,
No objection. My bf not coming.,ham,,31,,,,,
Thanx...,ham,,8,,,,,
Tell rob to mack his gf in the theater,ham,,38,,,,,
"Awesome, I'll see you in a bit",ham,,30,,,,,
Just sent it. So what type of food do you like?,ham,,47,,,,,
All done? All handed in? Celebrations in full swing yet?,ham,,56,,,,,
You got called a tool?,ham,,22,,,,,
"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve..",ham,,143,,,,,
Ok. I asked for money how far,ham,,29,,,,,
Okie...,ham,,7,,,,,
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",ham,,121,,,,,
"K, I might come by tonight then if my class lets out early",ham,,58,,,,,
Ok..,ham,,4,,,,,
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,ham,,148,,,,,
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",ham,,160,,,,,
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",ham,,152,,,,,
Hey you told your name to gautham ah?,ham,,37,,,,,
Haf u found him? I feel so stupid da v cam was working.,ham,,55,,,,,
Oops. 4 got that bit.,ham,,21,,,,,
Are you this much buzy,ham,,22,,,,,
I accidentally deleted the message. Resend please.,ham,,50,,,,,
Unless it's a situation where YOU GO GURL would be more appropriate,ham,,67,,,,,
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,ham,,153,,,,,
I cant pick the phone right now. Pls send a message,ham,,51,,,,,
Need a coffee run tomo?Can't believe it's that time of week already,ham,,67,,,,,
"Awesome, I remember the last time we got somebody high for the first time with diesel :V",ham,,88,,,,,
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",ham,,157,,,,,
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,ham,,91,,,,,
He is a womdarfull actor,ham,,24,,,,,
Yup... From what i remb... I think should be can book... ,ham,,57,,,,,
Jos ask if u wana meet up?,ham,,26,,,,,
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,ham,,71,,,,,
Where are the garage keys? They aren't on the bookshelf,ham,,55,,,,,
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,ham,,156,,,,,
He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,ham,,119,,,,,
"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",ham,,142,,,,,
You made my day. Do have a great day too.,ham,,41,,,,,
K.k:)advance happy pongal.,ham,,26,,,,,
"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",ham,,119,,,,,
"Not really dude, have no friends i'm afraid :(",ham,,46,,,,,
"Coffee cake, i guess...",ham,,23,,,,,
"Merry Christmas to you too babe, i love ya *kisses*",ham,,51,,,,,
Hey... Why dont we just go watch x men and have lunch... Haha ,ham,,62,,,,,
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,ham,,107,,,,,
That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,ham,,157,,,,,
No problem. How are you doing?,ham,,30,,,,,
No calls..messages..missed calls,ham,,32,,,,,
Hi da:)how is the todays class?,ham,,31,,,,,
"I'd say that's a good sign but, well, you know my track record at reading women",ham,,79,,,,,
"Cool, text me when you're parked",ham,,32,,,,,
I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,ham,,86,,,,,
K.k:)apo k.good movie.,ham,,22,,,,,
Maybe i could get book out tomo then return it immediately ..? Or something.,ham,,76,,,,,
Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,ham,,232,,,,,
"Ta-Daaaaa! I am home babe, are you still up ?",ham,,45,,,,,
Cool. So how come you havent been wined and dined before?,ham,,57,,,,,
Just sleeping..and surfing,ham,,26,,,,,
"Sorry, I'll call later",ham,,22,,,,,
U calling me right? Call my hand phone...,ham,,41,,,,,
Ok that's great thanx a lot.,ham,,28,,,,,
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,ham,,151,,,,,
Where u been hiding stranger?,ham,,29,,,,,
Am not interested to do like that.,ham,,34,,,,,
My sister cleared two round in birla soft yesterday.,ham,,52,,,,,
Gudnite....tc...practice going on,ham,,33,,,,,
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,ham,,85,,,,,
One small prestige problem now.,ham,,31,,,,,
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,ham,,78,,,,,
"Nah can't help you there, I've never had an iphone",ham,,50,,,,,
If you're not in my car in an hour and a half I'm going apeshit,ham,,63,,,,,
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",ham,,148,,,,,
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,ham,,129,,,,,
&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,ham,,45,,,,,
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",ham,,202,,,,,
"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",ham,,168,,,,,
"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",ham,,85,,,,,
Ha ha cool cool chikku chikku:-):-DB-),ham,,38,,,,,
Oh ok no prob..,ham,,15,,,,,
Check audrey's status right now,ham,,31,,,,,
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,ham,,88,,,,,
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",ham,,160,,,,,
Well i know Z will take care of me. So no worries.,ham,,50,,,,,
Wat uniform? In where get?,ham,,26,,,,,
"Cool, text me when you're ready",ham,,31,,,,,
"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",ham,,129,,,,,
I will spoil you in bed as well :),ham,,34,,,,,
I'm going for bath will msg you next  &lt;#&gt;  min..,ham,,54,,,,,
I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,ham,,162,,,,,
Can you say what happen,ham,,23,,,,,
You could have seen me..i did't recognise you Face.:),ham,,53,,,,,
Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,ham,,131,,,,,
Keep my payasam there if rinu brings,ham,,36,,,,,
I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,ham,,143,,,,,
"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",ham,,300,,,,,
"Yeah sure, give me a couple minutes to track down my wallet",ham,,59,,,,,
Hey leave it. not a big deal:-) take care.,ham,,42,,,,,
Hey i will be late ah... Meet you at 945+,ham,,41,,,,,
It took Mr owl 3 licks,ham,,22,,,,,
Customer place i will call you.,ham,,31,,,,,
Mm that time you dont like fun,ham,,30,,,,,
Yup having my lunch buffet now.. U eat already?,ham,,47,,,,,
Huh so late... Fr dinner?,ham,,25,,,,,
Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,ham,,80,,,,,
Morning only i can ok.,ham,,22,,,,,
Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,ham,,115,,,,,
Pick you up bout 7.30ish? What time are  and that going?,ham,,56,,,,,
From here after The performance award is calculated every two month.not for current one month period..,ham,,102,,,,,
Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,ham,,118,,,,,
"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",ham,,221,,,,,
"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",ham,,204,,,,,
Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,ham,,114,,,,,
Dear how is chechi. Did you talk to her,ham,,39,,,,,
The hair cream has not been shipped.,ham,,36,,,,,
None of that's happening til you get here though,ham,,48,,,,,
"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",ham,,77,,,,,
"Haha get used to driving to usf man, I know a lot of stoners",ham,,60,,,,,
