ham,spam,Unique Url,FQDN,Website Size in KB,Website Textual Content Length,Status Code,Parked
0,1,http://www.iPhone-,www.iPhone-.,0,0,-1,0
0,1,www.mrte.ch/1i2i,www.mrte.ch,0,0,200,1
0,1,http://me2.do/5U0pZ4dD,me2.do,0,0,404,0
0,1,https://bit.ly/,bit.ly,105701,8533,200,1
0,1,http://tinyurl.com/.yxqxhu8b,tinyurl.com,13574,0,200,1
0,1,www.coinoens.com,www.coinoens.com,0,0,-1,0
0,1,http://search.t-foemss.iego.net:88/,search.t-foemss.iego.net,0,0,-1,0
0,1,www.prerin.com/jyun9095,www.prerin.com,0,0,-1,0
0,1,https://ko.gl/MpDP,ko.gl,44371,2166,200,0
0,1,www.coinsone.net,www.coinsone.net,0,0,-1,0
0,1,https://bit.ly/2GCc3D0,bit.ly,105701,8533,200,1
0,1,www.coinonex.net,www.coinonex.net,0,0,-1,0
0,1,http://asq.kr/BTcKCwV7hMDpK,asq.kr,42333,2198,200,0
0,1,https://url.vet/rlm6z,url.vet,42333,2198,200,0
0,1,www.kp-ap.com,www.kp-ap.com,0,0,-1,0
0,1,www.coinocone.com,www.coinocone.com,0,0,-1,0
0,1,www.minwono.com/,www.minwono.com,0,0,-1,0
0,1,https://play.google.com/store/apps/details?id=com.teamviewer.quicksupport.market&hl=ko,play.google.com,1758787,3285,200,0
0,1,www.coinuone.com,www.coinuone.com,0,0,-1,0
0,1,https://han.gl/injKS,han.gl,50292,2843,200,0
0,1,www.coinnoven.com,www.coinnoven.com,0,0,-1,0
0,1,https://s.id/tsSsH,s.id,111217,4346,200,0
0,1,https://start.teamviewer.com을방문해TeamViewerID1074460051을(를)입력할수있습니다.10자리야,start.teamviewer.com을방문해TeamViewerID1074460051을(를)입력할수있습니다.10자리야.,0,0,-1,0
0,1,https://play.google.com/store/apps/details?id=com.teamviewer.quicksupport.market,play.google.com,1758012,3301,200,0
0,1,http://twr.kr/INTE,twr.kr,0,0,-1,0
0,1,https://cutt.ly/,cutt.ly,104077,15546,200,0
0,1,http://gg.gg/nc4cj,gg.gg,0,0,-1,0
0,1,https://han.gl/검진기간안내,han.gl,50291,2842,200,0
0,1,www.cjmong.pro,www.cjmong.pro,0,0,-1,0
0,1,https://play.google.com/store/apps/,play.google.com,1757970,3285,200,0
0,1,https://bit.ly/2KaXGE0,bit.ly,105701,8533,200,1
0,1,https://chl.li/8gP87,chl.li,17784,518,200,0
0,1,http://urnic.com/fqY,urnic.com,83695,4657,200,0
0,1,http://tinyurl.com/.u.jk6ruxe,tinyurl.com,13574,0,200,1
0,1,https://forms.gle/AL5niUDQtYZ2EtzK9,forms.gle,0,0,400,0
0,1,www.coinvone.live,www.coinvone.live,0,0,-1,0
0,1,http://ooy.kr/LHb,ooy.kr,0,0,-1,0
0,1,http://1url.kr/vsd5,1url.kr,0,0,-1,0
0,1,http://tinyurl.com/,tinyurl.com,13574,0,200,1
0,1,http://23.245.213.249/,23.245.213.249.,0,0,-1,0
0,1,https://tinyurl.com/y8xcgc4xee,tinyurl.com,13574,0,200,1
0,1,https://ya.mba/3PZ,ya.mba,1739,123,200,0
0,1,https://play.google.com/store/ap,play.google.com,1757971,3285,200,0
0,1,https://play.google.com,play.google.com,1757977,3285,200,0
0,1,https://url.kr/fn8ocq,url.kr,25437,1174,200,0
0,1,https://soo.gd/8ja0,soo.gd,0,0,-1,0
0,1,https://play.google.com/store/,play.google.com,1757970,3285,200,0
0,1,www.ynmglobal6.com,www.ynmglobal6.com,0,0,-1,0
0,1,http://1url.kr/,1url.kr,0,0,-1,0
0,1,http://www.sktanycare.com/,www.sktanycare.com,80,0,200,1
0,1,http://tuney.kr/,tuney.kr,5300,155,200,0
0,1,www.coinoen.com,www.coinoen.com,0,0,-1,0
0,1,https://vo.la/NigLw,vo.la,40215,1561,200,0
0,1,https://bit.ly/2Vhf6Y4,bit.ly,105701,8533,200,1
0,1,http://me2.do/,me2.do,0,0,404,0
0,1,http://shorturl.at/rGLV7,shorturl.at,17371,1584,200,0
0,1,https://play.google.com/store/apps/details?id=com.teamviewer.quicksuport.market엄마이링크클릭해서설치하고열기하면귀하의아이디라고9자리로,play.google.com,1758015,3301,200,0
0,0,http://11st.kr/!,11st.kr,11333,0,200,1
0,1,www.coinonie.com,www.coinonie.com,0,0,-1,0
0,1,https://ko.gl/ac60,ko.gl,44371,2166,200,0
0,1,https://dokdo.in/0r0,dokdo.in,0,0,-1,0
0,1,https://bit.ly/2qMASml?tukmjw,bit.ly,105701,8533,200,1
0,1,http://grep.kr/QxC,grep.kr,75117,1007,200,0
0,1,https://is.gd/,is.gd,0,0,200,0
0,1,http://me2.do/xmf3GQWJ,me2.do,0,0,404,0
0,1,https://bit.ly/2D6GFql?llu,bit.ly,105701,8533,200,1
0,1,www.bithumb.com,www.bithumb.com,8910,0,200,1
0,1,https://han.gl/MJ7NK,han.gl,50292,2843,200,0
0,1,www.coinnaoe.com,www.coinnaoe.com,0,0,-1,0
0,1,http://na.to/azwR,na.to,15621,416,200,0
0,1,https://ko.gl/NIYv,ko.gl,44371,2166,200,0
0,1,https://start.teamviewer.com/1074460051을열어기기에10연결하십시오.또는https://start.teamviewer.com을방문해TeamViewerID1074460051을(를)입력할수,start.teamviewer.com,14258,727,200,0
0,1,https://dokdo.in/tYM,dokdo.in,0,0,-1,0
0,1,http://3asd1f1h.monster/?,3asd1f1h.monster,0,0,-1,0
0,1,https://is.gd/mms_korea,is.gd,0,0,200,0
0,1,https://ko.gl/,ko.gl,44371,2166,200,0
0,1,http://bit.do/navern,bit.do,0,0,-1,0
0,1,https://ols.sbiz.or.kr/,ols.sbiz.or.kr,0,0,-1,0
0,1,https://utka.su/7EOjs,utka.su,0,0,-1,0
0,1,https://bit.ly,bit.ly,105701,8533,200,1
0,1,https://kr.pe/SZY,kr.pe,50291,2842,200,0
1,0,http://fimg3.pann.com/new/download.jsp?FileID=35774362,fimg3.pann.com,0,0,200,0
0,1,http://tinyurl.com/y7fec8o4,tinyurl.com,13574,0,200,1
0,1,https://dokdo.in/coupang,dokdo.in,0,0,-1,0
0,1,https://tinyurl.com/yk4mvdr7,tinyurl.com,13574,0,200,1
0,1,https://tinyurl.com/,tinyurl.com,13574,0,200,1
