ham,spam,Unique Url,FQDN,Website Size in KB,Website Textual Content Length,Status Code,Parked
0,1,http://relianceindustrieslimitedapp,relianceindustrieslimitedapp.,0,0,-1,0
0,1,http://Santander.account,Santander.account.,0,0,-1,0
0,1,http://boi,boi.,0,0,-1,0
0,1,httpgooglymhukb,httpgooglymhukb.,0,0,-1,0
0,1,downloadhttpgoogldkg,downloadhttpgoogldkg.,0,0,-1,0
0,1,httpbitlykfcweb,httpbitlykfcweb.,0,0,-1,0
0,1,http://bit.ly/2MtdmSZ,bit.ly,116249,9024,200,1
0,1,httpbitlyodqxuw,httpbitlyodqxuw.,0,0,-1,0
0,1,httpipruconpyoxmpn,httpipruconpyoxmpn.,0,0,-1,0
0,1,http://92d0bc8a5,92d0bc8a5.,0,0,-1,0
0,1,httptinyurlcomhqtypd,httptinyurlcomhqtypd.,0,0,-1,0
0,1,www.natursanhealth.com,www.natursanhealth.com,0,0,-1,0
0,1,httpmjabngpnqcikk,httpmjabngpnqcikk.,0,0,-1,0
0,1,http://bhwrmo,bhwrmo.,0,0,-1,0
0,1,http://go.fyndi.ng/100k,go.fyndi.ng,593123,1319,200,0
0,1,http://bit.ly/3JzNtom,bit.ly,116249,9024,200,1
0,1,http://ekycsbi.com,ekycsbi.com,0,0,-1,0
0,1,http://l.jazzmobilemag.pk/GZR9CFn/2365,l.jazzmobilemag.pk,0,0,-1,0
0,1,http://bit.ly/3pEZ87d,bit.ly,116249,9024,200,1
0,1,https://bit.ly/45uc9TQ,bit.ly,116249,9024,200,1
0,1,http://ow.ly/VkaOd.,ow.ly,300890,9043,200,0
0,1,httpgooglthahj,httpgooglthahj.,0,0,-1,0
0,1,http://covid-application.com,covid-application.com,0,0,-1,0
0,1,http://komo.ph/4percentpromo,komo.ph,493132,1022,200,0
0,1,http://hsbc.secure-new-attempt.com,hsbc.secure-new-attempt.com,0,0,-1,0
0,1,http://bit.ly/1shAC,bit.ly,116249,9024,200,1
0,1,httpbitlyicnas,httpbitlyicnas.,0,0,-1,0
0,1,www.tat,www.tat.,0,0,-1,0
0,1,www.zarcasino.co.za,www.zarcasino.co.za,227550,922,200,0
0,1,https://identity.com.au,identity.com.au,0,0,-1,0
0,1,http://sbstore.ru/dh/,sbstore.ru,0,0,-1,0
0,1,httpysmrtlnkincelvxj,httpysmrtlnkincelvxj.,0,0,-1,0
0,1,http://bmh.uno/FBRER4,bmh.uno,0,0,-1,0
0,1,http://p.jazzmobilemag.pk/USswu38/2ff7,p.jazzmobilemag.pk,0,0,-1,0
0,1,httpwaphandygocombsnlnfeveroffer,httpwaphandygocombsnlnfeveroffer.,0,0,-1,0
0,1,httpwwwmtsindiainrechargehtml,httpwwwmtsindiainrechargehtml.,0,0,-1,0
0,1,http://sbieupdates.com,sbieupdates.com,0,0,-1,0
0,1,http://Indusbank.in/,Indusbank.in,0,0,-1,0
0,1,https://rollover.cc/eidsale,rollover.cc,0,0,-1,0
0,1,http://dlg.lk/nfbps,dlg.lk,74434,3088,200,0
0,1,http://dssf,dssf.,0,0,-1,0
0,1,http://nmc.sg/dok4K9,nmc.sg,15,0,200,1
0,1,www.snapdeal.com,www.snapdeal.com,407712,38516,200,0
0,1,httpysmrtlnkinwrgconc,httpysmrtlnkinwrgconc.,0,0,-1,0
0,1,httpmsgmndpkgkxzoqzrr,httpmsgmndpkgkxzoqzrr.,0,0,-1,0
0,1,http://barclays,.barclays,0,0,-1,0
0,1,httplimeroadmepcmrso,httplimeroadmepcmrso.,0,0,-1,0
0,1,http://adobe-update.store,adobe-update.store,0,0,-1,0
0,1,httpmsgmnjwdjlfobamlfdkd,httpmsgmnjwdjlfobamlfdkd.,0,0,-1,0
0,1,http://redelivery-h-secure.com/,redelivery-h-secure.com,0,0,-1,0
0,1,httpbitlykwikind,httpbitlykwikind.,0,0,-1,0
0,1,http://paypal.case-id1099.com,paypal.case-id1099.com,0,0,-1,0
0,1,http://utipointz.com/,utipointz.com,0,0,-1,0
0,1,httpsgooglmutnm,httpsgooglmutnm.,0,0,-1,0
0,1,https//www.gov.uk/report,https.,0,0,-1,0
0,1,www.acmvip.com/f/dvwa8Hp,www.acmvip.com,0,0,-1,0
0,1,httpgooglyisulc,httpgooglyisulc.,0,0,-1,0
0,1,httpbitlymjanv,httpbitlymjanv.,0,0,-1,0
0,1,http://cutt.ly/rwZGbW6,cutt.ly,102514,15036,200,0
0,1,httpbitlycubedogood,httpbitlycubedogood.,0,0,-1,0
0,1,httpgooglnkbmy,httpgooglnkbmy.,0,0,-1,0
0,1,httpgooglsnlyb,httpgooglsnlyb.,0,0,-1,0
0,1,http://8116136763f1.ngrok.io/sbibank/,8116136763f1.ngrok.io,0,0,404,0
0,1,http://youtu.be/fXqJj_zEoGo,youtu.be,601800,164,200,0
0,1,httpysmrtlnkinbjqdxx,httpysmrtlnkinbjqdxx.,0,0,-1,0
0,1,http://ee.uk.myaccinf10.com,ee.uk.myaccinf10.com,0,0,-1,0
0,1,http://bill.vz.to/,bill.vz.to,0,0,-1,0
0,1,https//hopscotch.app.link/ahNmHADW6Q,https.,0,0,-1,0
0,1,http://trkru.com/6ET,trkru.com,271470,7358,200,0
0,1,httppytmezb,httppytmezb.,0,0,-1,0
0,1,www.britishgas.co.uk/solr/neon,www.britishgas.co.uk,92307,3750,200,0
0,1,http://lloyds-mobilesecure.com/uk,lloyds-mobilesecure.com,0,0,-1,0
0,1,httpmjabngmuodyd,httpmjabngmuodyd.,0,0,-1,0
0,1,http://l.jazzmobilemag.pk/mOzHofH/948b,l.jazzmobilemag.pk,0,0,-1,0
0,1,httpgooglerxw,httpgooglerxw.,0,0,-1,0
0,1,http://141.255.151.129/sbibankDear,141.255.151.129.,0,0,-1,0
0,1,http://l.jazzmobilemag.pk/yeagPEG/ca38,l.jazzmobilemag.pk,0,0,-1,0
0,1,http://mrjanju,mrjanju.,0,0,-1,0
0,1,http://phon.pe/qjclpuey,phon.pe,360372,5606,200,0
0,1,httpsliqbitscomsliq,httpsliqbitscomsliq.,0,0,-1,0
0,1,httpbitlyokmqwp,httpbitlyokmqwp.,0,0,-1,0
0,1,httpbitlylgilbm,httpbitlylgilbm.,0,0,-1,0
0,1,www.bitlyredeemtoday.in.net,www.bitlyredeemtoday.in.net,0,0,-1,0
0,1,httpgoogleljqr,httpgoogleljqr.,0,0,-1,0
0,1,httpgooglxpdgi,httpgooglxpdgi.,0,0,-1,0
0,1,http://icicipayback.com/,icicipayback.com,0,0,-1,0
0,1,http://28c12a168cbc.ngrok.io,28c12a168cbc.ngrok.io,0,0,404,0
0,1,http://manager,manager.,0,0,-1,0
0,1,httpbitlydfstxh,httpbitlydfstxh.,0,0,-1,0
0,1,httplandingiairescomicicipruamazonofferjpg,httplandingiairescomicicipruamazonofferjpg.,0,0,-1,0
0,1,http://myhermes,myhermes.,0,0,-1,0
0,1,https//bit.ly/3C1YWDI,https.,0,0,-1,0
0,1,http://fnsth.com/1Kx,fnsth.com,0,0,-1,0
0,1,httplimeroadmesnntr,httplimeroadmesnntr.,0,0,-1,0
0,1,httpwwwshaadicomdlsms,httpwwwshaadicomdlsms.,0,0,-1,0
0,1,http://nab.manage-device.app,nab.manage-device.app,0,0,-1,0
0,1,http://goo.gl/LHCS9W,goo.gl,67934,5090,200,1
0,1,http://m.BajFin.in/H3JeD-20,m.BajFin.in,0,0,-1,0
0,1,www.unileverweb.com,www.unileverweb.com,0,0,-1,0
0,1,httpysmrtlnkinokqornqc,httpysmrtlnkinokqornqc.,0,0,-1,0
0,1,httpsfbcomltencymqtxr,httpsfbcomltencymqtxr.,0,0,-1,0
0,1,http://wa,wa.,0,0,-1,0
0,1,http://bit.ly/3mynBd2,bit.ly,116249,9024,200,1
0,1,http://bit.ly/340XMJV,bit.ly,116249,9024,200,1
0,1,http://t.co/hmUVEzjkok,t.co,3367,295,200,0
0,1,http://cutt.ly/oA1JC31,cutt.ly,102514,15036,200,0
0,1,httplimeroadmesnglls,httplimeroadmesnglls.,0,0,-1,0
0,1,http://bit.ly/3BuOfg5,bit.ly,116249,9024,200,1
0,1,http://phwsappm.com,phwsappm.com,0,0,-1,0
0,1,https://bit.ly/2QAvCgx,bit.ly,116249,9024,200,1
0,1,www.bofa-qhw.com,www.bofa-qhw.com,0,0,-1,0
0,1,http://gov.cgfund.uk/apply,gov.cgfund.uk,0,0,-1,0
0,1,http://k2p.in/PWKPHKPYHQQ,k2p.in,0,0,-1,0
0,1,http://dispatch,dispatch.,0,0,-1,0
0,1,http://currs26d.top,currs26d.top,0,0,-1,0
0,1,http://tiny.jio.com/,tiny.jio.com,1597,70,200,0
0,1,http://bit.ly/20XaOxU,bit.ly,116249,9024,200,1
0,1,http://t.co/8jnBfl2cix,t.co,3367,295,200,0
0,1,httpjsdlinazhuiupx,httpjsdlinazhuiupx.,0,0,-1,0
0,1,http://p.jazzmobilemag.pk/jD5Flru/6cc3,p.jazzmobilemag.pk,0,0,-1,0
0,1,http://eej.at/FGEsf7Zb,eej.at,0,0,404,0
0,1,httpgooglnlqg,httpgooglnlqg.,0,0,-1,0
0,1,http://p.jazzmobilemag.pk/2WUcUcm/a84b,p.jazzmobilemag.pk,0,0,-1,0
0,1,http://myo2.bill210.com,myo2.bill210.com,0,0,-1,0
0,1,http://l.jazzmobilemag.pk/Sd6YOpW/8513,l.jazzmobilemag.pk,0,0,-1,0
0,1,http://is.gd/KUEKVn,is.gd,0,0,200,0
0,1,online:https://bit.ly/3HzEGLR,.online,0,0,-1,0
0,1,http://apple.location-device.in/,apple.location-device.in,0,0,-1,0
0,1,httpgooglxsrlfq,httpgooglxsrlfq.,0,0,-1,0
0,1,http://gl.tc/b,gl.tc,50731,2358,200,0
0,1,http://sbik.great-site,sbik.great-site.,0,0,-1,0
0,1,https://is.gd/HoqALBtoactasstatedontheletter.,is.gd,0,0,200,0
0,1,http://bit.ly/voteANCapp,bit.ly,116249,9024,200,1
0,1,http://bit.ly/2qPeTer,bit.ly,116249,9024,200,1
0,1,http://onelink.to/j39tqk,onelink.to,217825,679,200,0
0,1,http://bharatpe.in/vpSto~,bharatpe.in,0,0,404,0
0,1,www.ngpay.com/dominoswap,www.ngpay.com,12989,0,200,1
0,1,http://p.jazzmobilemag.pk/5j2v5ai/a7de,p.jazzmobilemag.pk,0,0,-1,0
0,1,httpmsgmnqesocpkadjyyhqifp,httpmsgmnqesocpkadjyyhqifp.,0,0,-1,0
0,1,http://sbicardredeem.com,sbicardredeem.com,0,0,-1,0
0,1,httpmjabngwdgtkbe,httpmjabngwdgtkbe.,0,0,-1,0
0,1,www.sbipro.co.in,www.sbipro.co.in,0,0,-1,0
0,1,http://l.jazzmobilemag.pk/amIaKz7/bccb,l.jazzmobilemag.pk,0,0,-1,0
0,1,httpbitlyyojek,httpbitlyyojek.,0,0,-1,0
0,1,http://m.BajFin.in/DhTIPpsc,m.BajFin.in,0,0,-1,0
0,1,http://l.jazzmobilemag.pk/nI5L6MB/f652,l.jazzmobilemag.pk,0,0,-1,0
0,1,http://l.jazzmobilemag.pk/nXeq4pZ/18de,l.jazzmobilemag.pk,0,0,-1,0
0,1,http://apple.com.store,apple.com.store,0,0,-1,0
0,1,http://wu.is/aPlyi,wu.is,0,0,-1,0
0,1,http://m.rgic.in/aJpykvN,m.rgic.in,20,0,200,1
0,1,httpgooglaodzn,httpgooglaodzn.,0,0,-1,0
0,1,httpgooglkldysk,httpgooglkldysk.,0,0,-1,0
0,1,https//bit.ly/3qgyBggToday'sto-dolistOwntheOlascooterThefinalpaymentwindowtomake,https.,0,0,-1,0
0,1,httpbitlymzogs,httpbitlymzogs.,0,0,-1,0
0,1,https//humplanet.com/whattoseeanddoingibraltarurgentvisittodeletethem,https.,0,0,-1,0
0,1,httpmonelinkme,httpmonelinkme.,0,0,-1,0
0,1,httpgooglhhszui,httpgooglhhszui.,0,0,-1,0
0,1,httpbitlybugi,httpbitlybugi.,0,0,-1,0
0,1,http://5fi.in/NX8QOLxb,5fi.in,0,0,-1,0
0,1,http://uvwmk2.com/3eZUY,uvwmk2.com,0,0,-1,0
0,1,httpgooglpdzo,httpgooglpdzo.,0,0,-1,0
0,1,https://bit.ly/3L5EFU5,bit.ly,116249,9024,200,1
0,1,http://plan-ref.info/dpd,plan-ref.info,0,0,-1,0
0,1,httpgooglfqmu,httpgooglfqmu.,0,0,-1,0
0,1,https://bit.ly/3Yt8PDI,bit.ly,116249,9024,200,1
0,1,httpmsgmndychmoyeagqjkfovl,httpmsgmndychmoyeagqjkfovl.,0,0,-1,0
0,1,http://px2.in,px2.in,12,0,200,1
0,1,http://ee-special-offer.com/EE,ee-special-offer.com,0,0,-1,0
0,1,httpgoiminimapptodownloadindiamartappforfreeandgeteasilyconnectedwith,httpgoiminimapptodownloadindiamartappforfreeandgeteasilyconnectedwith.,0,0,-1,0
0,1,http://dr-c.in/TU4Kp/,dr-c.in,0,0,404,0
0,1,http://t.co/3hiXCplZsw,t.co,3367,295,200,0
0,1,http://id,.id,0,0,-1,0
0,1,httpgooglvbyxt,httpgooglvbyxt.,0,0,-1,0
0,1,http://bit.ly/3EqB6RU,bit.ly,116249,9024,200,1
0,1,experiencehttp://www.vouch4me.com/etlp/dining.asp,www.vouch4me.com,0,0,-1,0
0,1,httpmynttomvw,httpmynttomvw.,0,0,-1,0
0,1,http://l.jazzmobilemag.pk/0sUrk2G/f270,l.jazzmobilemag.pk,0,0,-1,0
0,1,here:https://echdfc.in/gkk6g-eVJY4,.here,0,0,-1,0
0,1,http://l.jazzmobilemag.pk/tX5KofH/baca,l.jazzmobilemag.pk,0,0,-1,0
0,1,infohttponelinktomusms,infohttponelinktomusms.,0,0,-1,0
0,1,http://l.jazzmobilemag.pk/9RZOUvU/b545,l.jazzmobilemag.pk,0,0,-1,0
0,1,http://wa.me/message/,wa.me,176306,3009,200,0
0,1,httpgoogleliqa,httpgoogleliqa.,0,0,-1,0
0,1,http://www.artantapar.com/7/,www.artantapar.com,0,0,-1,0
0,1,httpgoogltzpyhr,httpgoogltzpyhr.,0,0,-1,0
0,1,http://deldh,deldh.,0,0,-1,0
0,1,http://eservices.durban.gov.za/,eservices.durban.gov.za,24674,1548,200,0
0,1,http://f17a8c33ff92.ngrok.io/,f17a8c33ff92.ngrok.io,0,0,404,0
0,1,http://me.cies.cc/api,me.cies.cc,0,0,-1,0
0,1,http://t-mo.co/sms-spamTruth,t-mo.co,504276,9580,200,1
0,1,http://185.244.213.78/,185.244.213.78.,0,0,-1,0
0,1,http://tiny.cc/3otdez,tiny.cc,17766,873,200,0
0,1,httpmsgmnnanjcstgbmmx,httpmsgmnnanjcstgbmmx.,0,0,-1,0
0,1,http//tms.,http.,0,0,-1,0
0,1,http://4012c64f2e08,4012c64f2e08.,0,0,-1,0
0,1,http://178.159.7.14/ITRef,178.159.7.14.,0,0,-1,0
0,1,http://durajobs.in/a/,durajobs.in,114,0,200,1
0,1,http://goo.gl/BGmfnW,goo.gl,67934,5090,200,1
0,1,http://bit.ly/2VgUtqo,bit.ly,116249,9024,200,1
0,1,http://nmc.sg/bzDPv3,nmc.sg,15,0,200,1
0,1,http://absltj.com/2,absltj.com,0,0,-1,0
0,1,http://nmc.sg/b2yu6D,nmc.sg,15,0,200,1
0,1,http://p.jazzmobilemag.pk/hzqUfa5/ea1a,p.jazzmobilemag.pk,0,0,-1,0
0,1,http://dmn.page.link,dmn.page.link,0,0,400,0
0,1,www.grthub.in,www.grthub.in,0,0,-1,0
0,1,https://chat.whatsapp.com/FM3h1w8YGQ94EjpPcRu1VN,chat.whatsapp.com,182462,3038,200,0
0,1,http://cutt.ly/61Qk7g9,cutt.ly,102514,15036,200,0
0,1,httpmpytmgrof,httpmpytmgrof.,0,0,-1,0
0,1,http://bit.ly/2M74fbS,bit.ly,116249,9024,200,1
0,1,http://parceltracking,parceltracking.,0,0,-1,0
0,1,http://update-icloud.com,update-icloud.com,0,0,-1,0
0,1,www.idinfo-ee.services,www.idinfo-ee.services,0,0,-1,0
0,1,http://sbiupdatekyc.in,sbiupdatekyc.in,0,0,-1,0
0,1,https://www.elo.fashion/Jackets,www.elo.fashion,0,0,-1,0
0,1,www.rcmkt.in,www.rcmkt.in,0,0,-1,0
0,1,nowhttps//q8d5n.app.goo.gl/LYvPprecloseanytimewithzerochargeRegardsCapitalFloat,nowhttps.,0,0,-1,0
0,1,httpmpytmpp,httpmpytmpp.,0,0,-1,0
0,1,httpgoogllfdco,httpgoogllfdco.,0,0,-1,0
0,1,https://cutt.ly//p4EciqF,cutt.ly,102514,15036,200,0
0,1,httpgooglwomon,httpgooglwomon.,0,0,-1,0
0,1,http://l.jazzmobilemag.pk/cVHfn2t/02b1,l.jazzmobilemag.pk,0,0,-1,0
0,1,httpgooglpqyzionlytoday,httpgooglpqyzionlytoday.,0,0,-1,0
0,1,httpjsdlinfrxvkv,httpjsdlinfrxvkv.,0,0,-1,0
0,1,http://l.jazzmobilemag.pk/0ZuVlVI/4801,l.jazzmobilemag.pk,0,0,-1,0
0,1,http://we.tl/t-T8QpojpMtb,we.tl,10676,313,200,0
0,1,http://p.jazzmobilemag.pk/zUfzTND/6ad3,p.jazzmobilemag.pk,0,0,-1,0
0,1,http://rzp.io/i/Jd11g0qg,rzp.io,4373348,47086,200,0
0,1,http://bitly.ws/s6AH,bitly.ws,0,0,-1,0
0,1,https//cutt.ly/CGa641C,https.,0,0,-1,0
0,1,httpsgooglbecsf,httpsgooglbecsf.,0,0,-1,0
0,1,http://qz6.in/ejhQXb,qz6.in,0,0,-1,0
0,1,http://www.metro.onlinebank-couk.com,www.metro.onlinebank-couk.com,0,0,-1,0
0,1,www.iCloud.Signed,www.iCloud.Signed.,0,0,-1,0
0,1,http://nrcc.news/3gg,nrcc.news,74434,3088,200,0
0,1,http://paypal.co.uk.xso4.icu/n/,paypal.co.uk.xso4.icu,0,0,-1,0
0,1,httpmjabngiqtvexa,httpmjabngiqtvexa.,0,0,-1,0
0,1,https://westpac-mobile.cc/?updateorcalluson132032.,westpac-mobile.cc,0,0,-1,0
0,1,www.netflix,www.netflix,0,0,-1,0
0,1,httpbitlyodv,httpbitlyodv.,0,0,-1,0
0,1,http://coin.uday.live/g/,coin.uday.live,0,0,-1,0
0,1,C.http://onlineshoppingwinners,onlineshoppingwinners.,0,0,-1,0
0,1,httpmsggdsophdawktrg,httpmsggdsophdawktrg.,0,0,-1,0
0,1,httpbitlyphny,httpbitlyphny.,0,0,-1,0
0,1,http://l.jazzmobilemag.pk/ZV5U7rK/a56b,l.jazzmobilemag.pk,0,0,-1,0
0,1,http://nmc.sg/gt7Yiq,nmc.sg,15,0,200,1
0,1,http://bit.ly/3vHtoRM.NuVinyl,bit.ly,116249,9024,200,1
0,1,httpgoiminbatodownloadindiamartappforfreeandfindtherightsuppliers,httpgoiminbatodownloadindiamartappforfreeandfindtherightsuppliers.,0,0,-1,0
0,1,http://u1.mnge.co/,u1.mnge.co,9940,147,200,0
0,1,http://idapplecs.page.link,idapplecs.page.link,0,0,400,0
0,1,httpideacontestzonein,httpideacontestzonein.,0,0,-1,0
0,1,http://gouve.page,gouve.page,0,0,-1,0
0,1,http://urlz.fr/iuM6,urlz.fr,13918,971,200,0
0,1,http://bit.ly/pay2you,bit.ly,116249,9024,200,1
0,1,http://ab4ac2e14688.ngrok.io,ab4ac2e14688.ngrok.io,0,0,404,0
0,1,https://bit.ly/3DrcEz,bit.ly,116249,9024,200,1
0,1,http://bit.ly/2ktMUUW,bit.ly,116249,9024,200,1
1,0,www.verycd.com,www.verycd.com,0,0,-1,0
0,1,http://anz.comau.im,anz.comau.im,0,0,-1,0
0,1,http://bit.ly/3t3g321,bit.ly,116249,9024,200,1
0,1,httpsitunesapplecomusappmohanastroidmt,httpsitunesapplecomusappmohanastroidmt.,0,0,-1,0
0,1,httpjmprymy,httpjmprymy.,0,0,-1,0
0,1,httpstxglrsdwgndkvgbjbsea,httpstxglrsdwgndkvgbjbsea.,0,0,-1,0
0,1,http://sbikyu-tech.preview-domain.com/,sbikyu-tech.preview-domain.com,0,0,-1,0
0,1,http://digitaltalentspro.com/au,digitaltalentspro.com,324727,6174,200,0
0,1,http://open,.open,0,0,-1,0
0,1,http://anpost.ie-secure,anpost.ie-secure.,0,0,-1,0
0,1,https://onelink.to/JazzCash,onelink.to,217825,679,200,0
0,1,http://northeastlondonccg.nhs.uk/We,northeastlondonccg.nhs.uk,0,0,-1,0
0,1,http://http://a1e69d607dc6.ngrok.iol,http.,0,0,-1,0
0,1,http://accounts,accounts.,0,0,-1,0
0,1,http://bit.ly/2rJnAoZ,bit.ly,116249,9024,200,1
0,1,http://eeredirect.info/,eeredirect.info,0,0,-1,0
0,1,http://h.dlhvr.in,h.dlhvr.in,0,0,-1,0
0,1,http://img.,img.,0,0,-1,0
0,1,http://asip8.app.link,asip8.app.link,0,0,404,0
0,1,httpgooglfxxep,httpgooglfxxep.,0,0,-1,0
0,1,http://cx.indianoil.in/webcenter/portal/Your,cx.indianoil.in,0,0,-1,0
0,1,http://medicare-pcr-test.com,medicare-pcr-test.com,0,0,-1,0
0,1,httpjmprcgy,httpjmprcgy.,0,0,-1,0
0,1,http://cd18b76d24f7.ngrok.io/sbibank,cd18b76d24f7.ngrok.io,0,0,404,0
0,1,httpgooglfdtx,httpgooglfdtx.,0,0,-1,0
0,1,http://nmc.sg/IIAK84,nmc.sg,15,0,200,1
0,1,www.EaseMyTrip.com,www.EaseMyTrip.com,199314,14551,200,0
0,1,https://103.208.86.96,103.208.86.96.,0,0,-1,0
0,1,http://bit.ly/3INCMOK,bit.ly,116249,9024,200,1
0,1,http://mpesaapp.page.link/NSSFEnd,mpesaapp.page.link,0,0,400,0
0,1,www.mygp.io/app,www.mygp.io,78329,395,200,0
0,1,http://onlineluckydrawlist.com,onlineluckydrawlist.com,0,0,-1,0
0,1,httpsgooglcvgvkh,httpsgooglcvgvkh.,0,0,-1,0
0,1,httpgooglxgnll,httpgooglxgnll.,0,0,-1,0
0,1,http://paypal.co.uk,paypal.co.uk,216473,5284,200,0
0,1,:http://vgredwoodre.me/,.,0,0,-1,0
0,1,http://govapplication.ga,govapplication.ga,0,0,-1,0
0,0,√¢¬Ü¬íhttp://3i|9u.fund82.com/jp/,√¢¬Ü¬íhttp.,0,0,-1,0
0,1,http://nmc.sg/ValhHFej,nmc.sg,15,0,200,1
0,1,httpgoogltxsqtj,httpgoogltxsqtj.,0,0,-1,0
0,1,http://hsbc.digital,hsbc.digital,0,0,-1,0
0,1,https//bit.do/hdfcmnc1toavoidanyloss,https.,0,0,-1,0
0,1,http://rzp.io/i,rzp.io,4373348,47086,200,0
0,1,httpmjabngfbjcjsou,httpmjabngfbjcjsou.,0,0,-1,0
0,1,httpgoogldwswxf,httpgoogldwswxf.,0,0,-1,0
0,1,http://a98b7fcc493c.ngrok.io/sbibank,a98b7fcc493c.ngrok.io,0,0,404,0
0,1,http://deny-app-access.com/,deny-app-access.com,0,0,-1,0
0,1,http://l.jazzmobilemag.pk/fCj7FtC/5061,l.jazzmobilemag.pk,0,0,-1,0
0,1,httpgoogltytfmd,httpgoogltytfmd.,0,0,-1,0
0,1,httpwynkinmujk,httpwynkinmujk.,0,0,-1,0
0,1,www.onlineshoppingluckidraw.in,www.onlineshoppingluckidraw.in,0,0,-1,0
0,1,http://cx.indianoil.in/webcenter/portal/Invoice,cx.indianoil.in,0,0,-1,0
0,1,http://l.jazzmobilemag.pk/0WBo1v7/2d60,l.jazzmobilemag.pk,0,0,-1,0
0,1,http://m.BajFin.in/GWKKgOYS,m.BajFin.in,0,0,-1,0
0,1,http://online.hmrc.gov.uk.mob2,online.hmrc.gov.uk.mob2.,0,0,-1,0
0,1,http://ptrnf.com/1SPg,ptrnf.com,0,0,-1,0
0,1,http://l.jazzmobilemag.pk/fgxG9SN/ea95,l.jazzmobilemag.pk,0,0,-1,0
0,1,httpordershalimarmumbaicom,httpordershalimarmumbaicom.,0,0,-1,0
0,1,http://mysejahtera.malaysia,mysejahtera.malaysia.,0,0,-1,0
0,1,httpgoogltwgz,httpgoogltwgz.,0,0,-1,0
0,1,http://l.jazzmobilemag.pk/005duzo/62a4,l.jazzmobilemag.pk,0,0,-1,0
0,1,http://tejus.info/l9YVHOvjyk,tejus.info,26240,3214,200,0
0,1,httpgooglicuymv,httpgooglicuymv.,0,0,-1,0
0,1,http://cutt.ly/H158Cp8,cutt.ly,102514,15036,200,0
0,1,http://is.gd/ITAwcz,is.gd,0,0,200,0
0,1,httpairtelinfree,httpairtelinfree.,0,0,-1,0
0,1,httpgooglcnco,httpgooglcnco.,0,0,-1,0
0,1,httpappstorejiocom,httpappstorejiocom.,0,0,-1,0
0,1,httpysmrtlnkinpnvqnkt,httpysmrtlnkinpnvqnkt.,0,0,-1,0
0,1,https//m.rbi.org.in,https.,0,0,-1,0
0,1,https//bit.ly/2UyYC80toverifyanddeposityourfundToOptoutsendSTOP,https.,0,0,-1,0
0,1,http://f8e79cce0247.ngrok.io,f8e79cce0247.ngrok.io,0,0,404,0
0,1,http://t.uber.com/delish9,t.uber.com,1578,46,200,0
0,1,http://bit.ly/2ZrKF3Q,bit.ly,116249,9024,200,1
0,1,httpbitlyqfbb,httpbitlyqfbb.,0,0,-1,0
0,1,http://hfvcdscvgt.online,hfvcdscvgt.online,0,0,-1,0
0,1,https://centralink-review.info/access/.,centralink-review.info,0,0,-1,0
0,1,http://bit.do/fogzo,bit.do,0,0,-1,0
0,1,httpgooglboniu,httpgooglboniu.,0,0,-1,0
0,1,http://rolpoint.com/,rolpoint.com,0,0,-1,0
